times,assemble_time1,assemble_time2,assemble_time3,assemble_time4,assemble_time5,assemble_time6,assemble_time7,assemble_time8,assemble_time9,assemble_time10,assemble_time11,assemble_time12,assemble_time13,assemble_time14,assemble_time15,assemble_time16,assemble_time17,assemble_time18,assemble_time19,assemble_time20,assemble_time21,assemble_time22,assemble_time23,assemble_time24,assemble_time25,assemble_time26,assemble_time27,assemble_time28,assemble_time29,assemble_time30,assemble_time31,assemble_time32,assemble_time33,assemble_time34,assemble_time35,assemble_time36,assemble_time37,assemble_time38,assemble_time39,assemble_time40,assemble_time41,assemble_time42,assemble_time43,assemble_time44,assemble_time45,assemble_time46,assemble_time47,assemble_time48,assemble_time49,assemble_time50,assemble_time51,assemble_time52,assemble_time53,assemble_time54,assemble_time55,assemble_time56,assemble_time57,assemble_time58,assemble_time59,assemble_time60,assemble_time61,assemble_time62,assemble_time63,assemble_time64,assemble_time65,assemble_time66,assemble_time67,assemble_time68,assemble_time69,assemble_time70,assemble_time71,assemble_time72,assemble_time73,assemble_time74,assemble_time75,assemble_time76,assemble_time77,assemble_time78,assemble_time79,assemble_time80,assemble_time81,assemble_time82,assemble_time83,assemble_time84,assemble_time85,assemble_time86,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20,date21,date22,date23,date24,date25,date26,date27,date28,date29,date30,date31,date32,date33,date34,date35,date36,date37,date38,date39,date40,date41,date42,date43,date44,date45,date46,date47,date48,date49,date50,date51,date52,date53,date54,date55,date56,date57,date58,date59,date60,date61,date62,date63,date64,date65,date66,date67,date68,date69,date70,date71,date72,date73,date74,date75,date76,date77,date78,date79,date80,date81,date82,date83,date84,date85,date86,hours1,hours2,hours3,hours4,hours5,hours6,hours7,hours8,hours9,hours10,hours11,hours12,hours13,hours14,hours15,hours16,hours17,hours18,hours19,hours20,hours21,hours22,hours23,hours24,hours25,hours26,hours27,hours28,hours29,hours30,hours31,hours32,hours33,hours34,hours35,hours36,hours37,hours38,hours39,hours40,hours41,hours42,hours43,hours44,hours45,hours46,hours47,hours48,hours49,hours50,hours51,hours52,hours53,hours54,hours55,hours56,hours57,hours58,hours59,hours60,hours61,hours62,hours63,hours64,hours65,hours66,hours67,hours68,hours69,hours70,hours71,hours72,hours73,hours74,hours75,hours76,hours77,hours78,hours79,hours80,hours81,hours82,hours83,hours84,hours85,hours86
11,1816,1819,5459,5463,3680,4438,7448,1810,1810,1805,12661,606,4331,4331,3613,606,9150,1832,1842,1864,743,1114,1125,1125,1130,1125,2518,1145,1144,728,722,730,726,1808,3606,5420,1818,1802,7213,1807,1817,1818,2433,1811 ,1809 ,5463 ,5463 ,3679 ,4433 ,7446 ,1810 ,1809 ,1807 ,12678 ,595 ,4326 ,4328 ,3617 ,619 ,9144 ,1834 ,1847 ,1861 ,752 ,1128 ,1122 ,1120 ,1135 ,1131 ,2521 ,1143 ,1146 ,719 ,728 ,725 ,722 ,1805 ,3612 ,5417 ,1801 ,1802 ,7210 ,1813 ,1824 ,1816 ,2430 ,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/6,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,14,14,15,15,17,18,19,6,6,7,7,8,11,11,13,16,16,16,18,19,19,20,20,20,21,21,21,22,22,6,6,6,6,8,8,8,9,11,11,13,15,15,16,14,14,15,15,17,18,19,6,6,7,7,8,11,11,13,16,16,16,18,19,19,20,20,20,21,21,21,22,22,6,6,6,6,8,8,8,9,11,11,13,15,15,16
12,1821,1816,5432,5421,3586,4321,7204,1827,1830,1817,12857,613,4541,4537,3816,605,9030,1807,1807,1804,720,1089,1083,1083,1088,1083,2418,1088,1090,730,735,736,731,1833,3676,5550,1869,1879,7559,1881,1804,1816,2408,1803 ,1812 ,5420 ,5426 ,3607 ,4329 ,7215 ,1837 ,1834 ,1832 ,12855 ,612 ,4536 ,4535 ,3814 ,596 ,9022 ,1794 ,1797 ,1803 ,720 ,1085 ,1084 ,1088 ,1087 ,1091 ,2420 ,1093 ,1088 ,736 ,724 ,728 ,738 ,1836 ,3678 ,5549 ,1856 ,1879 ,7558 ,1890 ,1800 ,1805 ,2398 ,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,6,6,7,7,9,10,11,16,16,16,17,17,21,21,22,8,8,8,10,11,11,13,13,13,14,14,14,15,15,15,16,16,16,17,17,18,19,20,21,21,7,7,8,6,6,7,7,9,10,11,16,16,16,17,17,21,21,22,8,8,8,10,11,11,13,13,13,14,14,14,15,15,15,16,16,16,17,17,18,19,20,21,21,7,7,8
13,1828,1830,5483,5510,3703,4495,7547,1803,1802,1797,12614,598,4342,4354,3644,605,9189,1841,1871,1899,745,1151,1149,1148,1145,1078,2419,1099,1093,727,722,722,722,1806,3608,5408,1802,1807,7254,1830,1824,1841,2443,1831 ,1828 ,5486 ,5517 ,3689 ,4492 ,7554 ,1810 ,1806 ,1803 ,12621 ,601 ,4346 ,4348 ,3641 ,615 ,9189 ,1838 ,1874 ,1893 ,755 ,1139 ,1154 ,1139 ,1146 ,1089 ,2419 ,1084 ,1090 ,726 ,720 ,717 ,717 ,1801 ,3599 ,5405 ,1798 ,1809 ,7253 ,1818 ,1827 ,1837 ,2450 ,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/7,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,16,16,16,17,18,20,21,8,8,8,9,9,14,14,15,17,17,17,20,21,21,22,22,22,22,6,6,6,7,7,8,8,8,9,9,10,11,13,14,14,16,17,17,16,16,16,17,18,20,21,8,8,8,9,9,14,14,15,17,17,17,20,21,21,22,22,22,22,6,6,6,7,7,8,8,8,9,9,10,11,13,14,14,16,17,17
14,1807,1803,5416,5408,3615,4338,7261,1844,1840,1854,12937,616,4576,4347,3621,602,9015,1800,1806,1811,737,1081,1094,1088,1094,1094,2435,1097,1103,746,737,738,738,1859,3726,5582,1878,1906,7262,1808,1809,1801,2406,1798 ,1797 ,5413 ,5409 ,3610 ,4340 ,7252 ,1838 ,1837 ,1847 ,12935 ,622 ,4568 ,4346 ,3612 ,607 ,9011 ,1797 ,1804 ,1806 ,719 ,1098 ,1093 ,1090 ,1104 ,1098 ,2441 ,1100 ,1099 ,739 ,733 ,730 ,739 ,1862 ,3718 ,5581 ,1876 ,1902 ,7255 ,1811 ,1803 ,1805 ,2404 ,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,8,8,8,9,10,13,14,17,17,18,18,19,22,6,7,9,9,9,13,13,14,14,15,15,15,15,16,16,17,17,17,18,18,19,19,19,20,22,6,6,8,9,9,8,8,8,9,10,13,14,17,17,18,18,19,22,6,7,9,9,9,13,13,14,14,15,15,15,15,16,16,17,17,17,18,18,19,19,19,20,22,6,6,8,9,9
15,1840,1844,5539,5547,3745,4531,7622,1805,1804,1796,12616,598,4369,4369,3686,608,9300,1865,1904,1914,724,1081,1085,1093,1094,1085,2408,1076,1081,724,718,725,722,1804,3603,5398,1809,1830,7278,1836,1848,1854,2481,1836 ,1842 ,5540 ,5549 ,3742 ,4538 ,7629 ,1798 ,1808 ,1801 ,12622 ,602 ,4367 ,4374 ,3675 ,624 ,9313 ,1854 ,1903 ,1918 ,730 ,1087 ,1084 ,1085 ,1087 ,1085 ,2405 ,1084 ,1075 ,734 ,729 ,722 ,730 ,1802 ,3605 ,5399 ,1813 ,1820 ,7271 ,1829 ,1849 ,1847 ,2482 ,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/8,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,17,17,18,18,20,21,22,9,9,10,10,11,15,15,17,19,19,19,22,22,6,6,6,7,7,7,8,8,9,9,9,9,10,11,11,11,13,15,15,16,18,18,19,17,17,18,18,20,21,22,9,9,10,10,11,15,15,17,19,19,19,22,22,6,6,6,7,7,7,8,8,9,9,9,9,10,11,11,11,13,15,15,16,18,18,19
16,1799,1806,5403,5414,3611,4351,7280,1848,1865,1863,13116,621,4345,4336,3625,594,9011,1794,1815,1820,719,1098,1101,1100,1105,1098,2457,1100,1111,742,740,745,746,1876,3745,5665,1914,1808,7230,1799,1803,1801,2411,1803 ,1802 ,5409 ,5415 ,3616 ,4346 ,7271 ,1856 ,1854 ,1863 ,13112 ,619 ,4330 ,4334 ,3611 ,603 ,9018 ,1804 ,1815 ,1823 ,735 ,1096 ,1096 ,1091 ,1102 ,1110 ,2456 ,1112 ,1107 ,748 ,742 ,749 ,747 ,1865 ,3757 ,5669 ,1904 ,1812 ,7231 ,1808 ,1798 ,1798 ,2400 ,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,9,9,10,10,13,14,15,19,19,19,20,20,7,7,8,11,11,11,14,15,15,16,16,16,17,17,17,18,18,19,19,19,19,20,20,21,22,7,7,8,10,10,11,9,9,10,10,13,14,15,19,19,19,20,20,7,7,8,11,11,11,14,15,15,16,16,16,17,17,17,18,18,19,19,19,19,20,20,21,22,7,7,8,10,10,11
17,1859,1851,5576,5619,3777,4351,7231,1797,1801,1813,12662,606,4409,4404,3698,629,9363,1897,1812,1805,724,1077,1081,1082,1087,1082,2405,1088,1075,732,721,723,725,1805,3612,5439,1817,1825,7347,1839,1854,1873,2492,1862 ,1855 ,5582 ,5618 ,3779 ,4343 ,7232 ,1798 ,1801 ,1798 ,12650 ,599 ,4404 ,4403 ,3704 ,618 ,9370 ,1890 ,1813 ,1803 ,723 ,1084 ,1087 ,1093 ,1074 ,1087 ,2402 ,1079 ,1072 ,727 ,723 ,719 ,718 ,1810 ,3621 ,5438 ,1817 ,1835 ,7348 ,1837 ,1859 ,1873 ,2496 ,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/9,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,19,19,19,20,21,6,7,11,11,11,13,13,17,17,18,20,20,21,6,7,7,8,8,8,9,9,9,9,10,10,11,11,11,13,13,14,15,16,17,17,19,20,20,19,19,19,20,21,6,7,11,11,11,13,13,17,17,18,20,20,21,6,7,7,8,8,8,9,9,9,9,10,10,11,11,11,13,13,14,15,16,17,17,19,20,20
18,1814,1795,5409,5425,3632,4380,7347,1873,1874,1890,13218,631,4327,4330,3597,603,9030,1805,1826,1826,742,1110,1104,1107,1102,1112,2479,1119,1112,750,750,747,760,1911,3810,5437,1807,1813,7211,1801,1801,1801,2409,1798 ,1806 ,5404 ,5420 ,3631 ,4384 ,7345 ,1874 ,1880 ,1895 ,13212 ,635 ,4324 ,4323 ,3584 ,603 ,9040 ,1809 ,1833 ,1825 ,732 ,1102 ,1111 ,1111 ,1101 ,1119 ,2479 ,1107 ,1131 ,756 ,754 ,750 ,756 ,1904 ,3816 ,5440 ,1810 ,1805 ,7209 ,1800 ,1808 ,1808 ,2414 ,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,11,11,11,13,14,16,17,20,20,21,21,22,9,9,10,13,13,13,16,16,17,18,18,18,18,19,19,19,20,20,21,21,21,22,22,6,7,8,9,9,11,13,13,11,11,11,13,14,16,17,20,20,21,21,22,9,9,10,13,13,13,16,16,17,18,18,18,18,19,19,19,20,20,21,21,21,22,22,6,7,8,9,9,11,13,13
19,1876,1881,5659,5709,3632,4331,7212,1800,1809,1802,12685,592,4432,4435,3751,631,9527,1899,1801,1807,729,1083,1074,1079,1080,1085,2392,1082,1085,726,726,719,727,1826,3642,5454,1829,1843,7381,1872,1883,1889,2538,1875 ,1872 ,5666 ,5718 ,3628 ,4327 ,7207 ,1803 ,1814 ,1809 ,12694 ,599 ,4430 ,4433 ,3740 ,634 ,9517 ,1905 ,1806 ,1809 ,719 ,1082 ,1077 ,1079 ,1085 ,1090 ,2413 ,1087 ,1080 ,719 ,728 ,727 ,729 ,1823 ,3643 ,5460 ,1828 ,1852 ,7389 ,1867 ,1891 ,1887 ,2529 ,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/10,2018/1/10,2018/1/10,2018/1/10,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,20,20,21,22,6,8,9,13,13,14,14,15,18,18,20,22,22,22,8,8,9,9,10,10,10,11,11,11,13,13,13,14,14,15,15,15,16,18,18,19,21,21,22,20,20,21,22,6,8,9,13,13,14,14,15,18,18,20,22,22,22,8,8,9,9,10,10,10,11,11,11,13,13,13,14,14,15,15,15,16,18,18,19,21,21,22
20,1815,1800,5436,5437,3650,4413,7390,1901,1901,1820,12689,594,4329,4327,3607,618,9094,1825,1847,1844,745,1118,1115,1127,1125,1126,2494,1136,1139,757,767,761,717,1801,3613,5424,1807,1807,7196,1804,1822,1821,2429,1808 ,1803 ,5435 ,5436 ,3665 ,4412 ,7393 ,1913 ,1899 ,1808 ,12690 ,598 ,4323 ,4323 ,3617 ,607 ,9091 ,1819 ,1851 ,1852 ,739 ,1115 ,1107 ,1131 ,1121 ,1117 ,2496 ,1140 ,1134 ,762 ,767 ,763 ,728 ,1810 ,3616 ,5424 ,1800 ,1797 ,7199 ,1810 ,1814 ,1808 ,2424 ,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,13,13,14,14,16,17,18,22,22,6,6,7,10,10,13,15,15,15,18,18,19,19,19,20,20,20,20,21,22,22,22,22,6,7,7,7,8,10,10,11,14,14,15,13,13,14,14,16,17,18,22,22,6,6,7,10,10,13,15,15,15,18,18,19,19,19,20,20,20,20,21,21,22,22,22,6,7,7,7,8,10,10,11,14,14,15
21,1904,1893,5441,5440,3608,4318,7196,1816,1815,1815,12796,599,4502,4490,3778,602,9040,1810,1810,1807,722,1081,1078,1082,1082,1084,2413,1085,1082,727,730,727,726,1826,3660,5513,1851,1865,7498,1876,1820,1813,2412,1905 ,1910 ,5444 ,5435 ,3603 ,4319 ,7207 ,1818 ,1820 ,1818 ,12796 ,619 ,4495 ,4494 ,3780 ,599 ,9033 ,1801 ,1796 ,1799 ,714 ,1078 ,1082 ,1086 ,1084 ,1076 ,2426 ,1085 ,1085 ,728 ,724 ,729 ,728 ,1828 ,3656 ,5511 ,1846 ,1862 ,7490 ,1859 ,1813 ,1818 ,2410 ,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/14,2018/1/14,2018/1/14,2018/1/11,2018/1/11,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/12,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/13,2018/1/14,2018/1/14,2018/1/14,22,22,6,6,8,9,10,15,15,15,16,16,20,20,21,7,7,7,9,10,10,11,11,11,13,13,13,14,14,15,15,15,15,16,16,17,18,19,20,20,6,6,7,22,22,6,6,8,9,10,15,15,15,16,16,20,20,21,7,7,7,9,10,10,11,11,11,13,13,13,14,14,15,15,15,15,16,16,17,18,19,20,20,6,6,7
